trial,mu,lambda1,lambda2,tol,max_num_iter,dice_slice
281,0.04022343080074605,1.1493039772164675,1.8170900520247513,0.0009158711711626503,52,0.287181242512408
316,0.03649149402153664,0.9852442517856713,1.9903093502676545,0.0010753425226357226,61,0.2848412833135291
395,0.12233977341019184,1.2778047994493436,1.7352563543015025,0.000833460481084592,50,0.2845997286295794
396,0.12389566666460314,1.1262056767234836,1.7297791044228092,0.0011368803079325556,57,0.28339807464955247
252,0.04776743545570787,1.011838984259235,1.3737606886678804,0.0009013267612504173,53,0.27962006332277956
288,0.05115995082372014,1.0268336076267417,1.997316889793852,0.000984105938316528,54,0.27418300653594774
365,0.0012550186076389705,0.9769608182328746,1.710867104224581,0.0019204685350345625,93,0.27378038831783325
344,0.024713722353096903,1.285611297587001,1.8254299311968967,0.001109871504891365,51,0.26947165569295006
237,0.16085274980849745,1.2265133640209482,1.8187460762096528,0.0008923204148632158,54,0.2665184243964422
300,0.04361121010847953,1.0131111174084355,1.8048335696526607,0.0010768355003386472,53,0.2662224337617008
398,0.008745043125901839,1.2733099534578582,1.7331604679911579,0.0011261298607824835,60,0.26400251730648205
290,0.04266209011977959,1.026190523716348,1.7203284163846653,0.0009899303529561554,52,0.2633396107972379
390,0.12403776264894639,1.120099061186411,1.7386045071207143,0.001125842310775053,50,0.2616560112271948
275,0.0406652007586835,1.0315762438793747,1.7969734170819494,0.0009396418560669641,52,0.25915057915057915
322,0.038422006921032786,0.8547232739416241,1.9861505602089784,0.0009959682501955848,62,0.25915057915057915
309,0.044481192713768256,1.0073281048366678,1.8033916893672601,0.00099355463451169,52,0.2588307882153324
205,0.2220916733787985,1.2141352056606538,1.5539048074032928,0.0007319255242821734,77,0.25811413628672514
363,0.004742906511587694,0.9810758719635251,1.869266422433557,0.0034206075582184363,80,0.25704656862745096
359,0.0008641957334796085,0.9691854458523186,1.8205024984216456,0.0018827546933413467,89,0.2557536960829142
312,0.0377517109839228,0.9780928617561152,1.7978019312334763,0.0010409607306452965,54,0.25412691200969256
328,0.03166689338229816,1.1410884282296647,1.993097667935583,0.0010539759566433014,51,0.25370426368309645
291,0.043217143895372165,1.0169299153971132,1.9971235881643064,0.001002127005361535,52,0.2530156815440289
272,0.037215967357500865,1.0234110613129601,1.7260527152981067,0.0009924206769406651,52,0.2519141270079568
307,0.04105127923793294,0.9852311105736942,1.6403849730589,0.001847743765282198,52,0.2518763134193936
274,0.04062913364305102,1.0265960506316898,1.9924866719986571,0.0009530411858307599,52,0.25138576779026217
276,0.03761988441703787,1.025667478199995,1.8055730629774898,0.0010440000227352557,52,0.2512352148525228
349,0.034699041818515394,0.8802206349206179,1.9983975238393312,0.0019079456174706817,60,0.2505599522174108
311,0.033777099485539974,1.0065446338856594,1.6373033784780495,0.001023766271545358,53,0.25044776119402984
277,0.0428054806285537,1.0157229720837349,1.8144404762971749,0.0009482418020774138,51,0.25026099925428785
373,0.0047347852217898,1.271822728479379,1.7448763076918878,0.0019716406149823604,61,0.24899836771034278
320,0.04109706140117307,1.0101431909772112,1.9892604774455198,0.0009305745917004119,52,0.24826157715638408
303,0.03563348370437757,1.010884139334002,1.6317717305654533,0.001012021990988262,52,0.24774841281559132
15,0.18238239729557115,1.1877533060475396,1.875261757600079,0.0005816953514717787,54,0.2476387249114522
329,0.03986234530190761,0.975018905745595,1.6328954317377031,0.0009707011512362961,52,0.24738316379183253
